,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Rodney Hampton 1 yard rush (David Treadwell kick),0,7
1,2.0,Giants,Chris Calloway 21 yard pass from Dave Meggett (David Treadwell kick),0,14
2,3.0,Giants,David Treadwell 43 yard field goal,0,17
3,3.0,Redskins,Chip Lohmiller 27 yard field goal,3,17
4,4.0,Giants,David Treadwell 39 yard field goal,3,20
5,4.0,Redskins,Chip Lohmiller 33 yard field goal,6,20
