,Quarter,Tm,Detail,CRD,WAS
0,1.0,Redskins,Bob Masterson 45 yard pass from Sammy Baugh (Bob Masterson kick),0,7
1,1.0,Redskins,Cece Hare 47 yard rush (Bob Masterson kick),0,14
2,2.0,Redskins,Wilbur Moore 18 yard pass from Sammy Baugh (Dick Todd kick),0,21
3,3.0,Redskins,Bob Masterson 4 yard pass from Sammy Baugh (Bob Masterson kick),0,28
