,Quarter,Tm,Detail,PHI,NYG
0,1.0,Eagles,Bobby Walston 22 yard pass from Bill Mackrides (Bobby Walston kick),7,0
1,2.0,Eagles,Bobby Walston 27 yard field goal,10,0
2,2.0,Eagles,Frank Ziegler 1 yard rush (Bobby Walston kick),17,0
3,3.0,Giants,Bill Stribling 15 yard pass from Charlie Conerly (Ray Poole kick),17,7
4,3.0,Giants,"Safety, Pritchard tackled in end by Rowe",17,9
5,3.0,Giants,Emlen Tunnell 71 yard punt return (Ray Poole kick),17,16
6,3.0,Giants,Eddie Price 25 yard rush (Ray Poole kick),17,23
7,4.0,Giants,Ray Poole 12 yard field goal,17,26
8,4.0,Eagles,Bobby Walston 22 yard pass from Adrian Burk (Bobby Walston kick),24,26
