,Quarter,Tm,Detail,PHI,WAS
0,1.0,Eagles,Mark Moseley 24 yard field goal,3,0
1,2.0,Redskins,Larry Brown 5 yard rush (Curt Knight kick),3,7
2,2.0,Eagles,Mark Moseley 16 yard field goal,6,7
3,3.0,Redskins,Jon Henderson 56 yard pass from Sonny Jurgensen (Curt Knight kick),6,14
4,4.0,Redskins,Curt Knight 49 yard field goal,6,17
5,4.0,Redskins,Sonny Jurgensen 1 yard rush (Curt Knight kick),6,24
