,Quarter,Time,Tm,Detail,CHI,DET
0,2.0,,Lions,Johnnie Morton 15 yard pass from Scott Mitchell (Jason Hanson kick),0,7
1,2.0,,Lions,Brett Perriman 2 yard pass from Scott Mitchell (Jason Hanson kick),0,14
2,2.0,,Bears,Jeff Jaeger 46 yard field goal,3,14
3,2.0,,Bears,Curtis Conway 58 yard pass from Erik Kramer (Jeff Jaeger kick),10,14
4,2.0,4:07,Lions,Johnnie Morton 62 yard pass from Scott Mitchell (Jason Hanson kick),10,21
5,2.0,4:07,Bears,Jim Flanigan 1 yard pass from Erik Kramer (pass failed),16,21
6,3.0,4:07,Lions,Scott Mitchell 1 yard rush (Jason Hanson kick),16,28
7,4.0,4:07,Lions,Brett Perriman 24 yard pass from Scott Mitchell (Jason Hanson kick),16,35
