,Quarter,Tm,Detail,WAS,NYG
0,1.0,Redskins,Paul Krause 31 yard defensive fumble return (Bob Jencks kick),7,0
1,1.0,Redskins,Jerry Smith 26 yard pass from Dan Lewis (Bob Jencks kick),14,0
2,2.0,Redskins,Bob Jencks 37 yard field goal,17,0
3,3.0,Giants,Chuck Mercein 1 yard rush (Bob Timberlake kick),17,7
4,4.0,Redskins,Bob Jencks 14 yard field goal,20,7
5,4.0,Redskins,Bob Jencks 37 yard field goal,23,7
