,Quarter,Tm,Detail,NYG,STL
0,1.0,Cardinals,Novo Bojovic 40 yard field goal,0,3
1,2.0,Giants,Eric Schubert 27 yard field goal,3,3
2,2.0,Giants,Lionel Manuel 31 yard pass from Phil Simms (Eric Schubert kick),10,3
3,3.0,Giants,Eric Schubert 34 yard field goal,13,3
4,3.0,Giants,Mark Bavaro 12 yard pass from Phil Simms (Eric Schubert kick),20,3
5,4.0,Giants,George Adams 37 yard rush (Eric Schubert kick),27,3
6,4.0,Giants,George Martin 56 yard interception return (Eric Schubert kick),34,3
