,Quarter,Tm,Detail,WAS,PHI
0,1.0,Redskins,Charley Taylor 1 yard rush (Jim Martin kick),7,0
1,1.0,Redskins,Bobby Mitchell 29 yard pass from Sonny Jurgensen (Jim Martin kick),14,0
2,3.0,Eagles,Sam Baker 26 yard field goal,14,3
3,3.0,Redskins,Charley Taylor 2 yard rush (Jim Martin kick),21,3
4,4.0,Eagles,Timmy Brown 1 yard rush (Sam Baker kick),21,10
