,Quarter,Tm,Detail,GNB,STL
0,1.0,Cardinals,Jim Bakken 28 yard field goal,0,3
1,1.0,Cardinals,Jim Bakken 41 yard field goal,0,6
2,2.0,Cardinals,Jim Bakken 32 yard field goal,0,9
3,2.0,Cardinals,Jim Bakken 30 yard field goal,0,12
4,3.0,Cardinals,Jim Bakken 26 yard field goal,0,15
5,4.0,Cardinals,Terry Metcalf 2 yard rush (Jim Bakken kick),0,22
6,4.0,Cardinals,Steve Jones 3 yard rush (Jim Bakken kick),0,29
