,Quarter,Tm,Detail,NYG,PHI
0,1.0,Eagles,Norm Snead 1 yard rush (Sam Baker kick),0,7
1,2.0,Giants,Joe Morrison 11 yard rush (Andy Stynchula kick),7,7
2,3.0,Giants,Andy Stynchula 24 yard field goal,10,7
3,3.0,Eagles,Norm Snead 1 yard rush (Sam Baker kick),10,14
4,3.0,Giants,Andy Stynchula 20 yard field goal,13,14
5,4.0,Giants,Andy Stynchula 11 yard field goal,16,14
