,Quarter,Tm,Detail,MIN,GNB
0,1.0,Packers,Chris Jacke 35 yard field goal,0,3
1,2.0,Vikings,Donald Igwebuike 20 yard field goal,3,3
2,2.0,Packers,Darrell Thompson 12 yard rush (Chris Jacke kick),3,10
3,3.0,Packers,Shawn Patterson 9 yard interception return (Chris Jacke kick),3,17
4,4.0,Packers,Don Majkowski 6 yard rush (Chris Jacke kick),3,24
5,4.0,Vikings,Anthony Carter 49 yard pass from Rich Gannon (Donald Igwebuike kick),10,24
