,Quarter,Tm,Detail,RAM,CHI
0,1.0,Rams,Rafael Septien 22 yard field goal,3,0
1,1.0,Rams,Rafael Septien 29 yard field goal,6,0
2,1.0,Rams,Lawrence McCutcheon 2 yard rush (Rafael Septien kick),13,0
3,1.0,Bears,James Scott 70 yard pass from Bob Avellini (Bob Thomas kick),13,7
4,2.0,Bears,James Scott 72 yard pass from Bob Avellini (Bob Thomas kick),13,14
5,2.0,Rams,Rafael Septien 24 yard field goal,16,14
6,4.0,Bears,Bob Thomas 33 yard field goal,16,17
7,4.0,Bears,Greg Latta 29 yard pass from Bob Avellini (Bob Thomas kick),16,24
8,4.0,Rams,Dwight Scales 26 yard pass from Pat Haden (Rafael Septien kick),23,24
