,Quarter,Tm,Detail,PHI,NYG
0,1.0,Giants,Homer Jones 2 yard pass from Fran Tarkenton (Pete Gogolak kick),0,7
1,1.0,Giants,Pete Gogolak 17 yard field goal,0,10
2,1.0,Giants,Homer Jones 63 yard pass from Fran Tarkenton (Pete Gogolak kick),0,17
3,2.0,Giants,Joe Morrison 2 yard rush (Pete Gogolak kick),0,24
4,2.0,Eagles,Timmy Brown 13 yard rush (Sam Baker kick),7,24
5,2.0,Giants,Aaron Thomas 30 yard pass from Fran Tarkenton (Pete Gogolak kick),7,31
6,2.0,Giants,Pete Gogolak 15 yard field goal,7,34
7,3.0,Giants,Pete Gogolak 40 yard field goal,7,37
8,4.0,Giants,Joe Morrison 18 yard pass from Earl Morrall (Pete Gogolak kick),7,44
