,Quarter,Tm,Detail,RAM,ATL
0,2.0,Rams,Ron Jessie 10 yard pass from Pat Haden (Frank Corral kick),7,0
1,2.0,Falcons,Tim Mazzetti 21 yard field goal,7,3
2,2.0,Falcons,Tim Mazzetti 37 yard field goal,7,6
3,4.0,Falcons,Tim Mazzetti 30 yard field goal,7,9
4,4.0,Falcons,Tim Mazzetti 26 yard field goal,7,12
5,4.0,Falcons,Tim Mazzetti 37 yard field goal,7,15
