,Quarter,Tm,Detail,DAL,WAS
0,2.0,Cowboys,Rafael Septien 40 yard field goal,3,0
1,3.0,Cowboys,Rafael Septien 36 yard field goal,6,0
2,3.0,Cowboys,Tony Dorsett 48 yard pass from Danny White (Rafael Septien kick),13,0
3,4.0,Redskins,Gary Clark 11 yard pass from Joe Theismann (Mark Moseley kick),13,7
