,Quarter,Tm,Detail,PIT,CLE
0,1.0,Browns,Dante Lavelli 68 yard pass from Babe Parilli,0,6
1,1.0,Browns,Don Paul 35 yard interception return (Lou Groza kick),0,13
2,2.0,Steelers,Elbie Nickel 10 yard pass from Ted Marchibroda (Gary Glick kick),7,13
3,2.0,Steelers,Lynn Chandnois 1 yard rush (Gary Glick kick),14,13
4,2.0,Steelers,Lowell Perry 75 yard pass from Ted Marchibroda (Gary Glick kick),21,13
5,4.0,Browns,Lou Groza 28 yard field goal,21,16
6,4.0,Steelers,Gary Glick 11 yard field goal,24,16
