,Quarter,Tm,Detail,SFO,ATL
0,1.0,Falcons,Tim Mazzetti 22 yard field goal,0,3
1,1.0,49ers,Ken MacAfee 11 yard pass from Steve DeBerg (Ray Wersching kick),7,3
2,2.0,Falcons,Haskel Stanback 1 yard rush (Tim Mazzetti kick),7,10
3,2.0,49ers,Paul Hofer 6 yard rush (Ray Wersching kick),14,10
4,3.0,Falcons,Haskel Stanback 6 yard rush (Tim Mazzetti kick),14,17
5,3.0,49ers,Paul Hofer 35 yard pass from Steve DeBerg (Ray Wersching kick),21,17
6,4.0,Falcons,Jim Mitchell 7 yard pass from Steve Bartkowski (Tim Mazzetti kick),21,24
7,4.0,Falcons,Robert Pennywell 39 yard interception return (Tim Mazzetti kick),21,31
