,Quarter,Tm,Detail,GNB,CHI
0,2.0,Bears,Luke Johnsos 21 yard pass from Red Grange (Luke Johnsos kick),0,7
1,4.0,Bears,Luke Johnsos 30 yard pass from Red Grange (Luke Johnsos kick),0,14
2,4.0,Bears,Dick Nesbitt 39 yard rush (extra point pass successful),0,21
