,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,Roger LeClerc 29 yard field goal,0,3
1,1.0,Bears,Roger LeClerc 46 yard field goal,0,6
2,1.0,Bears,Willie Galimore 27 yard rush (Bob Jencks kick),0,13
3,3.0,Bears,Roger LeClerc 19 yard field goal,0,16
4,4.0,Bears,Roger LeClerc 35 yard field goal,0,19
5,4.0,Bears,Billy Wade 5 yard rush (Bob Jencks kick),0,26
6,4.0,Packers,Tom Moore 11 yard rush (Jerry Kramer kick),7,26
