,Quarter,Time,Tm,Detail,GNB,CHI
0,2.0,13:34,Bears,Robbie Gould 21 yard field goal,0,3
1,2.0,7:03,Packers,Samkon Gado 2 yard rush (Ryan Longwell kick),7,3
2,2.0,4:33,Bears,Robbie Gould 40 yard field goal,7,6
3,2.0,0:02,Bears,Robbie Gould 25 yard field goal,7,9
4,4.0,8:22,Bears,Robbie Gould 35 yard field goal,7,12
5,4.0,3:06,Bears,Nathan Vasher 45 yard interception return (Robbie Gould kick),7,19
