,Quarter,Tm,Detail,ATL,NOR
0,1.0,Saints,Jim Merlo 83 yard interception return,0,6
1,2.0,Saints,Mike Strachan 2 yard rush (Rich Szaro kick),0,13
2,2.0,Saints,Bobby Scott 1 yard rush (Rich Szaro kick),0,20
3,4.0,Saints,Rich Szaro 18 yard field goal,0,23
4,4.0,Saints,Jim Thaxton 25 yard pass from Bobby Scott (Rich Szaro kick),0,30
