,Quarter,Tm,Detail,CLE,CIN
0,1.0,Bengals,Boobie Clark 1 yard rush (Chris Bahr kick),0,7
1,1.0,Browns,Don Cockroft 18 yard field goal,3,7
2,2.0,Browns,Don Cockroft 26 yard field goal,6,7
3,2.0,Bengals,Isaac Curtis 69 yard pass from Ken Anderson (Chris Bahr kick),6,14
4,4.0,Bengals,Boobie Clark 1 yard rush (Chris Bahr kick),6,21
