,Quarter,Tm,Detail,RAM,GNB
0,2.0,Rams,Tank Younger 1 yard rush (Les Richter kick),7,0
1,2.0,Packers,Max McGee 14 yard pass from Tobin Rote (Fred Cone kick),7,7
2,3.0,Packers,Veryl Switzer 14 yard pass from Tobin Rote (Fred Cone kick),7,14
3,3.0,Rams,Les Richter 35 yard field goal,10,14
4,4.0,Packers,Tobin Rote 1 yard rush (Fred Cone kick),10,21
5,4.0,Rams,Bob Boyd 71 yard pass from Norm Van Brocklin (Les Richter kick),17,21
6,4.0,Packers,Billy Howton 28 yard pass from Tobin Rote (Fred Cone kick),17,28
7,4.0,Packers,Breezy Reid 2 yard rush (Fred Cone kick),17,35
