,Quarter,Tm,Detail,DET,CHI
0,1.0,Lions,Bob Cifers 47 yard pass from Elmer Madarik,6,0
1,2.0,Bears,Hugh Gallarneau 67 yard fumble return (Frank Maznicki kick),6,7
2,2.0,Bears,Lloyd Reese 1 yard rush (Frank Maznicki kick),6,14
3,3.0,Bears,Bill Osmanski 1 yard rush (Frank Maznicki kick),6,21
4,3.0,Bears,George McAfee 25 yard pass from Sid Luckman (Frank Maznicki kick),6,28
5,3.0,Bears,Dick Schweidler 1 yard rush (Frank Maznicki kick),6,35
6,4.0,Bears,Lloyd Reese 12 yard rush (Frank Maznicki kick),6,42
