,Quarter,Tm,Detail,CHI,GNB
0,1.0,Bears,Bill Geyer 8 yard pass from Sid Luckman (Bob Snyder kick),7,0
1,2.0,Packers,Ted Fritsch 4 yard rush (Don Hutson kick),7,7
2,3.0,Packers,Irv Comp 6 yard rush (Don Hutson kick),7,14
3,3.0,Bears,Harry Clarke 21 yard pass from Sid Luckman (Bob Snyder kick),14,14
4,4.0,Bears,Bill Osmanski 6 yard rush (Bob Snyder kick),21,14
5,4.0,Packers,Don Hutson 37 yard pass from Tony Canadeo (Don Hutson kick),21,21
