,Quarter,Time,Tm,Detail,GNB,MIN
0,1.0,12:27,Vikings,Gary Anderson 35 yard field goal,0,3
1,1.0,2:42,Vikings,Jimmy Hitchcock 58 yard interception return (Gary Anderson kick),0,10
2,2.0,10:30,Vikings,Gary Anderson 29 yard field goal,0,13
3,2.0,5:00,Packers,Tyrone Davis 12 yard pass from Brett Favre (Ryan Longwell kick),7,13
4,2.0,0:28,Vikings,Cris Carter 4 yard pass from Randall Cunningham (Gary Anderson kick),7,20
5,4.0,8:34,Packers,Tyrone Davis 2 yard pass from Brett Favre (Ryan Longwell kick),14,20
6,4.0,4:41,Vikings,Randy Moss 49 yard pass from Randall Cunningham (Randall Cunningham run),14,28
