,Quarter,Time,Tm,Detail,DAL,WAS
0,1.0,7:48,Cowboys,Emmitt Smith 5 yard rush (Jon Hilbert kick),7,0
1,3.0,1:42,Redskins,Tony Banks 1 yard rush (Brett Conway kick),7,7
2,4.0,13:44,Cowboys,Jon Hilbert 38 yard field goal,10,7
3,4.0,6:23,Cowboys,Rocket Ismail 64 yard pass from Quincy Carter (Jon Hilbert kick),17,7
4,4.0,3:11,Cowboys,Jon Hilbert 39 yard field goal,20,7
5,4.0,0:53,Redskins,Rod Gardner 15 yard pass from Tony Banks (Brett Conway kick),20,14
