,Quarter,Tm,Detail,DAL,WAS
0,1,Cowboys,Roger Staubach 29 yard rush (Mike Clark kick),7,0
1,3,Cowboys,Mike Clark 26 yard field goal,10,0
2,4,Cowboys,Mike Clark 48 yard field goal,13,0
