,Quarter,Tm,Detail,CHI,GNB
0,1.0,Bears,Bob Thomas 18 yard field goal,3,0
1,2.0,Bears,Bob Thomas 49 yard field goal,6,0
2,2.0,Packers,Jessie Clark 1 yard rush (Eddie Garcia kick),6,7
3,4.0,Bears,Bob Thomas 28 yard field goal,9,7
