,Quarter,Tm,Detail,PHI,WAS
0,1.0,Redskins,Sam Horner 3 yard pass from Norm Snead (John Aveni kick),0,7
1,1.0,Eagles,Pete Retzlaff 44 yard pass from Sonny Jurgensen (Bobby Walston kick),7,7
2,2.0,Redskins,Don Bosseler 3 yard rush (John Aveni kick),7,14
3,2.0,Redskins,John Aveni 52 yard field goal,7,17
4,2.0,Eagles,Pete Retzlaff 11 yard pass from Sonny Jurgensen (Bobby Walston kick),14,17
5,3.0,Eagles,Bobby Walston 13 yard field goal,17,17
6,4.0,Eagles,Bobby Walston 33 yard field goal,20,17
7,4.0,Redskins,Jim Cunningham 7 yard pass from Norm Snead (John Aveni kick),20,24
8,4.0,Eagles,Tommy McDonald 41 yard pass from Sonny Jurgensen (Bobby Walston kick),27,24
