,Quarter,Tm,Detail,CLE,PIT
0,1.0,Browns,Gary Collins 3 yard pass from Frank Ryan (Lou Groza kick),7,0
1,1.0,Browns,Leroy Kelly 41 yard pass from Frank Ryan (Lou Groza kick),14,0
2,2.0,Browns,Ben Davis 52 yard punt return (Lou Groza kick),21,0
3,2.0,Steelers,Roy Jefferson 18 yard pass from Bill Nelsen (Mike Clark kick),21,7
4,2.0,Browns,Lou Groza 37 yard field goal,24,7
5,3.0,Browns,Ernie Green 27 yard rush (Lou Groza kick),31,7
6,4.0,Browns,Lou Groza 35 yard field goal,34,7
7,4.0,Steelers,J.R. Wilburn 13 yard pass from Bill Nelsen (Mike Clark kick),34,14
