,Quarter,Tm,Detail,CHI,GNB
0,1.0,Packers,Travis Williams 31 yard pass from Bart Starr (Mike Mercer kick),0,7
1,4.0,Packers,Jim Grabowski 1 yard rush (Mike Mercer kick),0,14
2,4.0,Packers,Mike Mercer 32 yard field goal,0,17
