,Quarter,Tm,Detail,CHI,RAM
0,1.0,Bears,Steve Fuller 1 yard rush (Bob Thomas kick),7,0
1,2.0,Bears,Bob Thomas 20 yard field goal,10,0
2,2.0,Rams,Mike Lansford 21 yard field goal,10,3
3,2.0,Rams,Mike Lansford 45 yard field goal,10,6
4,2.0,Bears,Bob Thomas 52 yard field goal,13,6
5,3.0,Rams,Henry Ellard 63 yard pass from Jeff Kemp,13,12
6,4.0,Rams,Eric Dickerson 1 yard rush (Mike Lansford kick),13,19
7,4.0,Rams,Eric Dickerson 4 yard rush (Mike Lansford kick),13,26
8,4.0,Rams,Mike Lansford 29 yard field goal,13,29
