,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Pat Summerall 48 yard field goal,0,3
1,2.0,Giants,Frank Gifford 2 yard rush (Pat Summerall kick),0,10
2,2.0,Redskins,Bob Khayat 50 yard field goal,3,10
3,2.0,Giants,Kyle Rote 6 yard pass from George Shaw (Pat Summerall kick),3,17
4,3.0,Redskins,Don Bosseler 2 yard rush (Bob Khayat kick),10,17
5,3.0,Giants,Frank Gifford 3 yard rush (Pat Summerall kick),10,24
6,4.0,Redskins,Johnny Olszewski 1 yard rush (Bob Khayat kick),17,24
7,4.0,Redskins,Jim Podoley 21 yard pass from Ralph Guglielmi (Bob Khayat kick),24,24
