,Quarter,Tm,Detail,CLE,PHI
0,1.0,Eagles,Cliff Patton 15 yard field goal,0,3
1,1.0,Browns,Dub Jones 59 yard pass from Otto Graham (Chubby Grigg kick),7,3
2,2.0,Browns,Dante Lavelli 26 yard pass from Otto Graham (Chubby Grigg kick),14,3
3,3.0,Browns,Mac Speedie 13 yard pass from Otto Graham (Chubby Grigg kick),21,3
4,4.0,Browns,Otto Graham 1 yard rush (Chubby Grigg kick),28,3
5,4.0,Eagles,Pete Pihos 17 yard pass from Bill Mackrides (Cliff Patton kick),28,10
6,4.0,Browns,Rex Bumgardner 2 yard rush (Chubby Grigg kick),35,10
