,Quarter,Tm,Detail,DET,GNB
0,1.0,Lions,Errol Mann 22 yard field goal,3,0
1,1.0,Lions,Mel Farr 1 yard rush (Errol Mann kick),10,0
2,2.0,Lions,Errol Mann 14 yard field goal,13,0
3,3.0,Lions,Errol Mann 43 yard field goal,16,0
4,3.0,Lions,Lem Barney 40 yard interception return (Errol Mann kick),23,0
5,4.0,Lions,Mel Farr 13 yard rush (Errol Mann kick),30,0
6,4.0,Lions,Errol Mann 47 yard field goal,33,0
7,4.0,Lions,Bill Triplett 11 yard rush (Errol Mann kick),40,0
