,Quarter,Tm,Detail,RAM,DET
0,1.0,Rams,Dan Towler 13 yard rush,6,0
1,2.0,Rams,Tom Fears 19 yard pass from Norm Van Brocklin (Bob Waterfield kick),13,0
2,2.0,Lions,Cloyce Box 64 yard pass from Bobby Layne (Pat Harder kick),13,7
3,3.0,Lions,LaVern Torgeson 29 yard interception return (Pat Harder kick),13,14
4,3.0,Rams,Bob Waterfield 31 yard field goal,16,14
5,3.0,Lions,Cloyce Box 10 yard pass from Bob Hoernschemeyer (Pat Harder kick),16,21
6,4.0,Lions,Pat Harder 25 yard field goal,16,24
