,Quarter,Tm,Detail,SFO,RAM
0,1.0,49ers,Roger Craig 14 yard rush (Ray Wersching kick),7,0
1,1.0,49ers,Wendell Tyler 9 yard pass from Joe Montana (Ray Wersching kick),14,0
2,2.0,49ers,Dwight Clark 8 yard pass from Joe Montana (Ray Wersching kick),21,0
3,2.0,49ers,Roger Craig 35 yard pass from Joe Montana (Ray Wersching kick),28,0
4,3.0,Rams,Henry Ellard 23 yard pass from Dieter Brock (Mike Lansford kick),28,7
5,4.0,Rams,Tony Hunter 3 yard pass from Dieter Brock (Mike Lansford kick),28,14
