,Quarter,Time,Tm,Detail,SFO,STL
0,1.0,14:39,49ers,Jerry Rice 12 yard pass from Steve Young (Wade Richey kick),7,0
1,1.0,14:39,49ers,Irv Smith 2 yard pass from Steve Young (Wade Richey kick),14,0
2,2.0,0:52,Rams,Jeff Wilkins 46 yard field goal,14,3
3,3.0,0:52,49ers,Terrell Owens 27 yard pass from Steve Young (Wade Richey kick),21,3
4,4.0,0:52,Rams,Tony Banks 6 yard rush (Jeff Wilkins kick),21,10
5,4.0,11:34,49ers,Terrell Owens 21 yard rush (Wade Richey kick),28,10
