,Quarter,Tm,Detail,NYG,CLE
0,1.0,Giants,Hugh McElhenny 6 yard pass from Y.A. Tittle (Don Chandler kick),7,0
1,1.0,Giants,Del Shofner 23 yard pass from Y.A. Tittle (Don Chandler kick),14,0
2,1.0,Giants,Don Chandler 29 yard field goal,17,0
3,2.0,Giants,Don Chandler 34 yard field goal,20,0
4,2.0,Giants,Don Chandler 33 yard field goal,23,0
5,3.0,Giants,Don Chandler 42 yard field goal,26,0
6,3.0,Giants,Alex Webster 2 yard rush (Don Chandler kick),33,0
7,4.0,Browns,Rich Kreitling 10 yard pass from Jim Ninowski,33,6
