,Quarter,Tm,Detail,NYG,PHI
0,1.0,Eagles,Hank Reese 15 yard field goal,0,3
1,2.0,Giants,Ken Strong 18 yard field goal,3,3
2,2.0,Giants,Ward Cuff 35 yard field goal,6,3
3,4.0,Giants,Tuffy Leemans 16 yard rush (Ward Cuff kick),13,3
