,Quarter,Tm,Detail,DET,GNB
0,2.0,Lions,Garry James 41 yard rush (Eddie Murray kick),7,0
1,2.0,Lions,Scott Williams 1 yard rush (Eddie Murray kick),14,0
2,2.0,Packers,James Lofton 5 yard pass from Randy Wright (Al Del Greco kick),14,7
3,4.0,Lions,David Lewis 2 yard pass from Eric Hipple (Eddie Murray kick),21,7
4,4.0,Packers,Dan Ross 6 yard pass from Randy Wright (Al Del Greco kick),21,14
