,Quarter,Tm,Detail,PHI,NYG
0,1.0,Eagles,Bobby Walston 15 yard field goal,3,0
1,1.0,Giants,Ben Agajanian 20 yard field goal,3,3
2,2.0,Giants,Ben Agajanian 39 yard field goal,3,6
3,2.0,Giants,Alex Webster 1 yard rush (Ben Agajanian kick),3,13
4,3.0,Giants,Frank Gifford 20 yard pass from Charlie Conerly (Ben Agajanian kick),3,20
