,Quarter,Tm,Detail,NWE,MIA
0,1.0,Dolphins,Don Nottingham 1 yard rush (Garo Yepremian kick),0,7
1,2.0,Dolphins,Norm Bulaich 6 yard pass from Earl Morrall (Garo Yepremian kick),0,14
2,3.0,Dolphins,Garo Yepremian 25 yard field goal,0,17
3,4.0,Dolphins,Garo Yepremian 39 yard field goal,0,20
4,4.0,Patriots,Steve Grogan 5 yard rush (John Smith kick),7,20
