,Quarter,Tm,Detail,PHI,WAS
0,1.0,Redskins,Joe Washington 6 yard rush,0,6
1,2.0,Eagles,Billy Campfield 25 yard pass from Ron Jaworski (Tony Franklin kick),7,6
2,2.0,Eagles,Billy Campfield 5 yard pass from Ron Jaworski,13,6
3,4.0,Redskins,Mark Moseley 45 yard field goal,13,9
4,4.0,Redskins,Monte Coleman 52 yard interception return,13,15
