,Quarter,Tm,Detail,DET,MIN
0,2.0,Vikings,Rick Danmeier 27 yard field goal,0,3
1,2.0,Vikings,Ted Brown 67 yard pass from Tommy Kramer (Rick Danmeier kick),0,10
2,3.0,Vikings,Kurt Knoff 67 yard interception return (Rick Danmeier kick),0,17
3,3.0,Vikings,Rickey Young 22 yard pass from Tommy Kramer (Rick Danmeier kick),0,24
4,4.0,Vikings,Rick Danmeier 23 yard field goal,0,27
5,4.0,Vikings,Joe Senser 58 yard pass from Steve Dils (Rick Danmeier kick),0,34
