,Quarter,Tm,Detail,PHI,WAS
0,1,Redskins,Charley Malone 20 yard pass from Sammy Baugh (Bo Russell kick),0,7
1,2,Eagles,Joe Carter 6 yard pass from Emmett Mortell,6,7
