,Quarter,Tm,Detail,RAM,GNB
0,1.0,Rams,Tank Younger 15 yard rush (Les Richter kick),7,0
1,1.0,Packers,Billy Howton 36 yard pass from Tobin Rote (Fred Cone kick),7,7
2,2.0,Packers,Gary Knafelc 14 yard pass from Tobin Rote (Fred Cone kick),7,14
3,2.0,Packers,Billy Howton 63 yard pass from Jack Losch (Fred Cone kick),7,21
4,2.0,Rams,Les Richter 32 yard field goal,10,21
5,3.0,Packers,Gary Knafelc 14 yard pass from Tobin Rote (Fred Cone kick),10,28
6,3.0,Rams,Leon Clarke 26 yard pass from Rudy Bukich (Les Richter kick),17,28
7,4.0,Packers,Tobin Rote 2 yard rush (Fred Cone kick),17,35
8,4.0,Packers,Fred Cone 2 yard rush (Fred Cone kick),17,42
