,Quarter,Tm,Detail,NYG,WAS
0,1.0,Giants,Kyle Rote 14 yard pass from Charlie Conerly (Pat Summerall kick),7,0
1,1.0,Redskins,Don Bosseler 4 yard pass from Norm Snead (John Aveni kick),7,7
2,1.0,Redskins,Dale Hackbart 48 yard interception return (John Aveni kick),7,14
3,1.0,Redskins,Dick James 29 yard pass from Norm Snead (John Aveni kick),7,21
4,2.0,Giants,Del Shofner 1 yard pass from Y.A. Tittle (Pat Summerall kick),14,21
5,3.0,Giants,Pat Summerall 28 yard field goal,17,21
6,4.0,Giants,Y.A. Tittle 1 yard rush (Pat Summerall kick),24,21
