,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,John Weiss 39 yard pass from Marion Pugh (Ken Strong kick),0,7
1,2.0,Redskins,Wilbur Moore 22 yard pass from Sammy Baugh (Joe Aguirre kick),7,7
2,2.0,Redskins,Joe Aguirre 37 yard field goal,10,7
3,3.0,Redskins,Frank Akins 3 yard rush (Joe Aguirre kick),17,7
4,4.0,Redskins,Wayne Millner 6 yard pass from Sammy Baugh (Joe Aguirre kick),24,7
5,4.0,Giants,Howie Livingston 23 yard rush (Ken Strong kick),24,14
