,Quarter,Tm,Detail,NOR,RAM
0,2.0,Saints,Jubilee Dunbar 65 yard pass from Archie Manning (Bill McClard kick),7,0
1,2.0,Rams,David Ray 19 yard field goal,7,3
2,2.0,Rams,Jim Bertelsen 2 yard rush (David Ray kick),7,10
3,2.0,Rams,Lawrence McCutcheon 18 yard pass from John Hadl,7,16
4,3.0,Rams,David Ray 11 yard field goal,7,19
5,3.0,Rams,David Ray 8 yard field goal,7,22
6,3.0,Rams,Tony Baker 1 yard rush (David Ray kick),7,29
