,Quarter,Tm,Detail,ATL,RAM
0,1.0,Falcons,Wade Traynham 45 yard field goal,3,0
1,2.0,Rams,Bruce Gossett 22 yard field goal,3,3
2,3.0,Rams,Jack Snow 7 yard pass from Roman Gabriel (Bruce Gossett kick),3,10
3,4.0,Rams,Bernie Casey 19 yard pass from Roman Gabriel (Bruce Gossett kick),3,17
4,4.0,Rams,Bruce Gossett 42 yard field goal,3,20
