,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,Bob Thomas 34 yard field goal,0,3
1,1.0,Bears,Bob Parsons 12 yard pass from Gary Huff (Bob Thomas kick),0,10
2,2.0,Packers,Steve Odom 42 yard pass from Don Milan (Joe Danelo kick),7,10
3,2.0,Bears,Walter Payton 5 yard rush (Bob Thomas kick),7,17
4,3.0,Bears,Bob Thomas 48 yard field goal,7,20
5,3.0,Bears,Craig Clemons 76 yard interception return (Bob Thomas kick),7,27
6,4.0,Packers,Barry Smith 18 yard pass from Carlos Brown (Joe Danelo kick),14,27
