,Quarter,Tm,Detail,CLE,PIT
0,1.0,Steelers,Preston Pearson 6 yard rush (Roy Gerela kick),0,7
1,2.0,Steelers,Franco Harris 1 yard rush (Roy Gerela kick),0,14
2,2.0,Browns,Mike Phipps 18 yard rush (Don Cockroft kick),7,14
3,2.0,Browns,Milt Morin 9 yard pass from Mike Phipps,13,14
4,3.0,Steelers,Roy Gerela 31 yard field goal,13,17
5,4.0,Browns,Don Cockroft 21 yard field goal,16,17
6,4.0,Steelers,Roy Gerela 26 yard field goal,16,20
