,Quarter,Tm,Detail,RAM,ATL
0,1.0,Falcons,Floyd Dixon 19 yard pass from Chris Miller (Norm Johnson kick),0,7
1,2.0,Falcons,Pat Chaffey 5 yard rush (Norm Johnson kick),0,14
2,2.0,Falcons,Andre Rison 20 yard pass from Chris Miller (Norm Johnson kick),0,21
3,3.0,Falcons,Michael Haynes 55 yard pass from Chris Miller (Norm Johnson kick),0,28
4,3.0,Falcons,Norm Johnson 44 yard field goal,0,31
5,4.0,Rams,Robert Delpino 9 yard rush (Tony Zendejas kick),7,31
6,4.0,Rams,Pat Carter 18 yard pass from Mike Pagel (Tony Zendejas kick),14,31
