,Quarter,Time,Tm,Detail,GNB,MIN
0,1.0,5:39,Packers,Jordy Nelson 1 yard pass from Aaron Rodgers (Mason Crosby kick),7,0
1,2.0,10:14,Vikings,Kyle Rudolph 8 yard pass from Sam Bradford (Blair Walsh kick),7,7
2,2.0,0:27,Vikings,Blair Walsh 46 yard field goal,7,10
3,3.0,2:11,Vikings,Stefon Diggs 25 yard pass from Sam Bradford (Blair Walsh kick),7,17
4,4.0,12:41,Packers,Aaron Rodgers 10 yard rush (Mason Crosby kick),14,17
