,Quarter,Tm,Detail,PHI,DAL
0,2.0,Cowboys,Robert Newhouse 1 yard rush (Rafael Septien kick),0,7
1,2.0,Cowboys,Drew Pearson 11 yard pass from Roger Staubach (Rafael Septien kick),0,14
2,3.0,Eagles,Keith Krepfle 34 yard pass from Ron Jaworski (Nick Mike-Mayer kick),7,14
