,Quarter,Tm,Detail,CHI,DET
0,1,Lions,Eddie Murray 34 yard field goal,0,3
1,2,Lions,Billy Sims 47 yard pass from Gary Danielson (Eddie Murray kick),0,10
2,2,Bears,Bob Thomas 24 yard field goal,3,10
3,3,Lions,Gary Danielson 1 yard rush (Eddie Murray kick),3,17
4,4,Bears,Bob Fisher 20 yard pass from Vince Evans (Bob Thomas kick),10,17
5,4,Bears,Vince Evans 4 yard rush (Bob Thomas kick),17,17
6,OT,Bears,Dave Williams 95 yard kickoff return,23,17
