,Quarter,Tm,Detail,GNB,CHI
0,1,Bears,Neal Anderson 1 yard rush (Kevin Butler kick),0,7
1,3,Bears,Neal Anderson 80 yard rush (Kevin Butler kick),0,14
2,4,Bears,"Safety, Majkowski stepped out of end zone",0,16
