,Quarter,Tm,Detail,STL,DAL
0,1.0,Cardinals,Jackie Smith 19 yard pass from Jim Hart (Jim Bakken kick),7,0
1,2.0,Cowboys,Robert Newhouse 2 yard rush (Efren Herrera kick),7,7
2,3.0,Cardinals,Mel Gray 10 yard pass from Jim Hart (Jim Bakken kick),14,7
3,4.0,Cowboys,Calvin Hill 2 yard rush (Efren Herrera kick),14,14
4,4.0,Cowboys,Efren Herrera 20 yard field goal,14,17
