,Quarter,Tm,Detail,DAL,PHI
0,1.0,Eagles,Randall Cunningham 2 yard rush (Roger Ruzek kick),0,7
1,1.0,Cowboys,Kelvin Martin 7 yard pass from Troy Aikman (Lin Elliott kick),7,7
2,1.0,Eagles,Roger Ruzek 40 yard field goal,7,10
3,3.0,Eagles,Herschel Walker 9 yard rush (Roger Ruzek kick),7,17
4,4.0,Eagles,Herschel Walker 16 yard rush (Roger Ruzek kick),7,24
5,4.0,Eagles,Keith Byars 12 yard rush (Roger Ruzek kick),7,31
