,Quarter,Tm,Detail,NYG,PHI
0,2.0,Eagles,Harold Carmichael 21 yard pass from Mike Boryla (Horst Muhlmann kick),0,7
1,2.0,Eagles,Horst Muhlmann 44 yard field goal,0,10
2,3.0,Eagles,Horst Muhlmann 38 yard field goal,0,13
3,4.0,Eagles,Mike Boryla 1 yard rush (Horst Muhlmann kick),0,20
4,4.0,Giants,Walker Gillette 7 yard pass from Craig Morton (Joe Danelo kick),7,20
