,Quarter,Time,Tm,Detail,CHI,DET
0,1.0,,Lions,Herman Moore 46 yard pass from Scott Mitchell (Jason Hanson kick),0,7
1,1.0,,Lions,Johnnie Morton 4 yard pass from Scott Mitchell (Jason Hanson kick),0,14
2,2.0,,Lions,Barry Sanders 9 yard pass from Scott Mitchell (Jason Hanson kick),0,21
3,3.0,,Lions,Jason Hanson 42 yard field goal,0,24
4,3.0,,Bears,Robert Green 11 yard rush (Kevin Butler kick),7,24
5,4.0,,Lions,Jason Hanson 36 yard field goal,7,27
