,Quarter,Tm,Detail,RAM,CHI
0,1.0,Rams,Tank Younger 5 yard rush (Ben Agajanian kick),7,0
1,1.0,Bears,Billy Stone 29 yard pass from George Blanda (George Blanda kick),7,7
2,2.0,Bears,Jim Dooley 29 yard pass from George Blanda (George Blanda kick),7,14
3,2.0,Bears,Bill McColl fumble recovery in end zone (George Blanda kick),7,21
4,3.0,Rams,Tank Younger 15 yard pass from Norm Van Brocklin (Ben Agajanian kick),14,21
5,4.0,Bears,George Blanda 24 yard field goal,14,24
6,4.0,Rams,Tom Fears 7 yard pass from Norm Van Brocklin (Ben Agajanian kick),21,24
